OTU	r	p	c	o	f	g	s
OTU5373	root	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Delta-02	Delta-02_sp003506795
OTU5374	root	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	WCHB1-27	BOG-1155	BOG-1155_sp002067405
OTU5375	root	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	CAKVJS01	CAKVJS01_sp934754755
OTU5376	root	Bacillota_I	Bacilli_A	ML615J-28	CAG-698	DTU067	DTU067_sp012841865
OTU5377	root	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma_sp023431045
OTU5378	root	Nitrospinota	UBA7883	UBA7883	JADGGD01	JADGCD01	JADGCD01_sp015229165
OTU5379	root	Omnitrophota	Koll11	Gygaellales	Profunditerraquicolaceae	JAQTMD01	JAQTMD01_sp026387435
OTU5380	root	Omnitrophota	Koll11	Aquiviventales	Aquiviventaceae	NA	NA
OTU5381	root	Omnitrophota	Koll11	1-14-0-20-64-10	1-14-0-20-64-10	JAUSCU01	JAUSCU01_sp030651065
OTU5382	root	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae	JAUYMS01	JAUYMS01_sp030698625
OTU5383	root	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae	Aquincolibacterium	NA
OTU5384	root	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	NA
OTU5385	root	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas_sp028694895
OTU5386	root	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum_sp021166685
OTU5387	root	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	UBA5456	NA
OTU5388	root	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	UBA5456	UBA5456_sp023230025
OTU5389	root	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Cloacimonas	Cloacimonas_sp028703735
OTU5390	root	Cloacimonadota	Cloacimonadia	Cloacimonadales	JAFGVF01	Zophobacter	Zophobacter_sp016938155
OTU5391	root	Bacillota_D	Proteinivoracia	UBA4975	UBA4975	UBA4975	UBA4975_sp012727415
OTU5392	root	Bacillota_D	Proteinivoracia	UBA4975	UBA4975	JAAYIH01	JAAYIH01_sp012523545
OTU5393	root	Bacillota_D	Dethiobacteria	DTU022	DTU022	JAAZIN01	JAAZIN01_sp012800855
OTU5394	root	Bacillota_D	Dethiobacteria	DTU022	DTU022	JAAZIN01	JAAZIN01_sp012510625
OTU5395	root	Bacillota_C	Negativicutes	Selenomonadales	Massilibacillaceae	JARBTT01	JARBTT01_sp029240055
OTU5396	root	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422_sp937930265
OTU5397	root	Bacillota_C	Negativicutes	DSM-13327	DSM-13327	Pelosinus	Pelosinus_baikalensis
OTU5398	root	Atribacterota	JS1	SB-45	34-128	34-128	NA
OTU5399	root	Atribacterota	Atribacteria	Atribacterales	Atribacteraceae	Atribacter	Atribacter_sp002069605
OTU5400	root	UBA3054	UBA3054	UBA3054	B51-G9	JAPLST01	JAPLST01_sp026398485
OTU5401	root	UBA3054	UBA3054	UBA3054	B51-G9	JAAYZF01	JAAYZF01_sp012514975
OTU5402	root	Sumerlaeota	Sumerlaeia	SLMS01	SLMS01	WGMQ01	WGMQ01_sp016125005
OTU5403	root	Dependentiae	Babeliae	Babeliales	Chromulinivoraceae	Chromulinivorax	NA
OTU5404	root	Bacillota_F	Halanaerobiia	Halanaerobiales	DTU029	DTU029	NA
OTU5405	root	Bacillota_F	Halanaerobiia	Halanaerobiales	DTU029	DTU029	DTU029_sp025451675
OTU5406	root	WOR-3	WOR-3	UBA2258	CAIPLT01	CAIPLT01	CAIPLT01_sp018335915
OTU5407	root	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Defluviitoga	Defluviitoga_tunisiensis
OTU5408	root	Tectomicrobia	Entotheonellia	Entotheonellales	Entotheonellaceae	SXND01	SXND01_sp005777235
OTU5409	root	QNDG01	QNDG01	QNDG01	DTFT01	JAFGAX01	NA
OTU5410	root	KSB1	UBA2214	DRLW01	QEVD01	DSNU01	DSNU01_sp022616415
OTU5411	root	JdFR-76	JdFR-76	JdFR-76	DREG01	JAUXJX01	JAUXJX01_sp030624545
OTU5412	root	FCPU426	Palsa-1180	Palsa-1180	Palsa-1180	NA	NA
OTU5413	root	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	NA	NA
OTU5414	root	CSP1-3	CSP1-3	CSP1-3	13-1-40CM-64-14	SpSt-315	SpSt-315_sp020028535
OTU5415	root	Aquificota	Aquificae	Aquificales	Aquificaceae	UBA11096	UBA11096_sp003534055
OTU5416	root	Thermoproteota	NA	NA	NA	NA	NA
OTU5417	root	Thermoproteota	Nitrososphaeria	NA	NA	NA	NA
OTU5418	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	NA	NA	NA
OTU5419	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
OTU5420	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	NA
OTU5421	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp030774295
OTU5422	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp023251115
OTU5423	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp022545895
OTU5424	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp014523595
OTU5425	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp014381105
OTU5426	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp014523525
OTU5427	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp005877345
OTU5428	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp025937665
OTU5429	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp025923455
OTU5430	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp014523495
OTU5431	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp030913755
OTU5432	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp021324715
OTU5433	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21_sp005877075
OTU5434	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	NA
OTU5435	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177_sp025451315
OTU5436	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177_sp014523515
OTU5437	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177_sp025924135
OTU5438	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177_sp025922715
OTU5439	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177_sp014523485
OTU5440	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177_sp031316115
OTU5441	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896	NA
OTU5442	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896	TH5896_sp014523695
OTU5443	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896	TH5896_sp014523665
OTU5444	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896	TH5896_sp009377575
OTU5445	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896	TH5896_sp014523625
OTU5446	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896	TH5896_sp029237515
OTU5447	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	NA
OTU5448	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus_sp009379865
OTU5449	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus_oleophilus
OTU5450	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus_sp013114705
OTU5451	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus_sp030452275
OTU5452	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus_sp008389435
OTU5453	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus_franklandus_A
OTU5454	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5893	TH5893_sp014523685
OTU5455	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
OTU5456	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera_sp025922735
OTU5457	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera_sp025449675
OTU5458	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera_sp002494895
OTU5459	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JARBAU01	JARBAU01_sp025449515
OTU5460	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosopolaris	NA
OTU5461	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosopolaris	Nitrosopolaris_sp009665115
OTU5462	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JAJNBK01	JAJNBK01_sp021155845
OTU5463	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JAICSL01	JAICSL01_sp025936955
OTU5464	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	NA	NA
OTU5465	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	NA
OTU5466	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum_koreense
OTU5467	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum_sp018334095
OTU5468	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum_sp004297665
OTU5469	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum_sp025699065
OTU5470	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum_sp021414365
OTU5471	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	NA
OTU5472	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	CSP1-1	CSP1-1_sp001443365
OTU5473	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	VHBM01	NA
OTU5474	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotalea	Nitrosotalea_sp022545805
OTU5475	root	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	JACPBJ01	JACPBJ01_sp016180375
OTU5476	root	Thermoproteota	Bathyarchaeia	Bathyarchaeales	UBA233	NA	NA
OTU5477	root	Thermoproteota	Bathyarchaeia	Bathyarchaeales	UBA233	Termiticorpusculum	NA
OTU5478	root	Thermoproteota	Bathyarchaeia	Bathyarchaeales	UBA233	Termiticorpusculum	Termiticorpusculum_sp003151735
OTU5479	root	Thermoproteota	Bathyarchaeia	Bathyarchaeales	UBA233	Termiticorpusculum	Termiticorpusculum_sp003141855
OTU5480	root	Thermoproteota	Bathyarchaeia	Bathyarchaeales	UBA233	SOJA01	SOJA01_sp014859805
OTU5481	root	Thermoproteota	Bathyarchaeia	Bathyarchaeales	UBA233	20-14-0-80-47-9	20-14-0-80-47-9_sp022865455
OTU5482	root	Thermoproteota	Bathyarchaeia	40CM-2-53-6	RBG-13-38-9	RBG-13-38-9	RBG-13-38-9_sp001775955
OTU5483	root	Halobacteriota	NA	NA	NA	NA	NA
OTU5484	root	Halobacteriota	Methanosarcinia	Methanosarcinales	NA	NA	NA
OTU5485	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	NA	NA
OTU5486	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	NA
OTU5487	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_thermophila
OTU5488	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_barkeri_C
OTU5489	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_flavescens
OTU5490	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_mazei
OTU5491	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_sp023399215
OTU5492	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_sp004099695
OTU5493	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_sp001714685
OTU5494	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_sp030837265
OTU5495	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_sp002505485
OTU5496	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_lacustris
OTU5497	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina_barkeri
OTU5498	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	NA
OTU5499	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp002487355
OTU5500	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp902384525
OTU5501	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp026552955
OTU5502	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp905339155
OTU5503	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp030650845
OTU5504	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp027460585
OTU5505	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_sp003104905
OTU5506	root	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens_nitroreducens_A
OTU5507	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	NA	NA
OTU5508	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	NA
OTU5509	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix_sp002256595
OTU5510	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix_sp002505805
OTU5511	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix_sp023229165
OTU5512	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix_sp002498745
OTU5513	root	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix_soehngenii
OTU5514	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	NA	NA	NA
OTU5515	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	NA	NA
OTU5516	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	NA
OTU5517	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula_sp002495065
OTU5518	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula_sp002502245
OTU5519	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula_sp028679075
OTU5520	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula_sp903832665
OTU5521	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA288	NA
OTU5522	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA288	UBA288_sp11384u
OTU5523	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA288	UBA288_sp002495225
OTU5524	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_A	Methanolinea_A_sp002509495
OTU5525	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	NA
OTU5526	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus_thermophilus
OTU5527	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus_sp030446015
OTU5528	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus_sp020696975
OTU5529	root	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus_bourgensis
OTU5530	root	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	Halobellus_sp003665935
OTU5531	root	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	ANME-1-THS	ANME-1-THS_sp020725315
OTU5532	root	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella_A	Methanocella_A_sp002067315
OTU5533	root	Thermoplasmatota	NA	NA	NA	NA	NA
OTU5534	root	Thermoplasmatota	E2	JACPAO01	JAHFTW01	NA	NA
OTU5535	root	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JAHFTW01	NA
OTU5536	root	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JAHFTW01	JAHFTW01_sp023269235
OTU5537	root	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JAHFTW01	JAHFTW01_sp020201445
OTU5538	root	Thermoplasmatota	E2	UBA202	JdFR-43	JACIWB01	JACIWB01_sp014361245
OTU5539	root	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
OTU5540	root	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	NA	NA	NA
OTU5541	root	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	MVRC01	MVRC01_sp021372315
OTU5542	root	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	UBA6	NA
OTU5543	root	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	DTU008	DTU008_sp001512965
OTU5544	root	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12	NA
OTU5545	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	NA	NA
OTU5546	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	NA
OTU5547	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B_spitsbergense
OTU5548	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B_sp000744455
OTU5549	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_C	Methanobacterium_C_paludis
OTU5550	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_D	NA
OTU5551	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium_sp000499765
OTU5552	root	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A_sp900314695
OTU5553	root	Methanobacteriota	Methanobacteria	Methanobacteriales	DSM-23052	Methanothermobacter_A	Methanothermobacter_A_tenebrarum
OTU5554	root	Asgardarchaeota	Lokiarchaeia	Sigynarchaeales	SOKP01	Loki-b32	Loki-b32_sp016839915
OTU5555	root	Asgardarchaeota	Lokiarchaeia	Sigynarchaeales	SOKP01	Loki-b32	Loki-b32_sp029856155
OTU5556	root	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	NA
OTU5557	root	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	RBG-13-33-26	RBG-13-33-26_sp023228245
OTU5558	root	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
OTU5559	root	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeaceae	UBA493	UBA493_sp024653865
OTU5560	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	UBA5868	NA
OTU5561	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	UBA5868	UBA5868_sp024707385
OTU5562	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio_sp004173475
OTU5563	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio_sp004172865
OTU5564	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp009764265
OTU5565	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp946886875
OTU5566	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_mucoides
OTU5567	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_fluorescens_A
OTU5568	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_viciae
OTU5569	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_tumuqii
OTU5570	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_syringae_J
OTU5571	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp030376615
OTU5572	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp025837155
OTU5573	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp024494355
OTU5574	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp019956575
OTU5575	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp019747075
OTU5576	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp014851565
OTU5577	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp014207255
OTU5578	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp008369325
OTU5579	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp003525045
OTU5580	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp002354655
OTU5581	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp002000165
OTU5582	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_sp001269805
OTU5583	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_peli
OTU5584	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_mercuritolerans
OTU5585	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_guineae
OTU5586	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_fluorescens_BM
OTU5587	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_fluorescens_BI
OTU5588	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_donghuensis
OTU5589	root	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E_anguilliseptica
